year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2013,450000,120000,Diesel,Individual,Manual,Second Owner,7.0,11.68,2498.0,112.0,Mahindra,13,2
2017,625000,15000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,9,1
2016,280000,30000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,10,2
2017,330000,50000,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,9,1
2015,1300000,40000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,11,1
2008,65000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.3,1396.0,70.0,Tata,18,2
2018,480000,45000,Petrol,Individual,Manual,Second Owner,5.0,23.84,1199.0,84.0,Tata,8,2
2016,400000,35000,Diesel,Individual,Manual,Second Owner,5.0,27.28,1047.0,69.0,Tata,10,2
2009,500000,80000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.0,Tata,17,1
2012,320000,120000,Diesel,Individual,Manual,First Owner,7.0,11.68,2498.0,112.0,Mahindra,14,1
2014,750000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.1,2179.0,140.0,Mahindra,12,2
2017,620000,100000,Diesel,Individual,Manual,First Owner,7.0,16.5,1493.0,70.0,Mahindra,9,1
2011,300000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248.0,73.9,Maruti,15,3
2018,1405000,15000,Petrol,Individual,Manual,First Owner,5.0,15.8,1591.0,121.3,Hyundai,8,1
2017,282000,15000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2017,700000,15000,Petrol,Individual,Automatic,First Owner,5.0,21.21,1197.0,81.8,Maruti,9,1
2017,700000,70000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,9,1
2015,600000,135000,Diesel,Individual,Manual,First Owner,5.0,22.77,1498.0,98.59,Ford,11,1
2012,290000,80000,Diesel,Individual,Manual,Second Owner,5.0,20.5,1598.0,103.5,Skoda,14,2
2011,430000,80000,Diesel,Individual,Automatic,Second Owner,4.0,18.1,1991.0,147.9,Chevrolet,15,2
2017,575000,19000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,9,1
2017,875000,42000,Petrol,Individual,Manual,First Owner,5.0,15.29,1591.0,121.3,Hyundai,9,1
2010,180000,77000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,16,1
2012,229999,120000,Diesel,Individual,Manual,First Owner,5.0,23.2,1248.0,73.94,Maruti,14,1
2019,800000,10000,Petrol,Individual,Automatic,First Owner,5.0,19.56,1197.0,81.8,Toyota,7,1
2009,60000,110000,Petrol,Individual,Manual,Third Owner,5.0,16.5,995.0,63.0,Chevrolet,17,3
2009,150000,110000,Petrol,Individual,Manual,First Owner,5.0,15.0,1586.0,104.68,Maruti,17,1
2007,100000,90000,Diesel,Individual,Manual,Third Owner,5.0,23.57,1396.0,70.0,Tata,19,3
2015,900000,90000,Petrol,Individual,Manual,First Owner,5.0,15.29,1591.0,121.3,Hyundai,11,1
2018,850000,50000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,8,1
2014,220000,50000,Diesel,Individual,Manual,First Owner,5.0,25.44,936.0,56.3,Chevrolet,12,1
2014,250000,40000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,12,2
2012,125000,120000,Diesel,Individual,Manual,First Owner,5.0,22.3,1248.0,74.0,Tata,14,1
2017,400000,40000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2002,50000,62000,Petrol,Individual,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,24,1
2018,1000000,10000,Petrol,Individual,Manual,First Owner,5.0,17.0,1591.0,121.3,Hyundai,8,1
2014,600000,160000,Diesel,Individual,Manual,First Owner,5.0,25.1,1498.0,98.6,Honda,12,1
2010,250000,60000,Petrol,Individual,Manual,First Owner,5.0,17.0,1197.0,80.0,Hyundai,16,1
2009,310000,110000,Diesel,Individual,Manual,First Owner,7.0,13.6,2523.0,63.0,Mahindra,17,1
2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,998.0,67.1,Maruti,21,4
2014,390000,78000,Diesel,Individual,Manual,First Owner,7.0,11.68,2498.0,112.0,Mahindra,12,1
2019,458000,30000,Petrol,Individual,Manual,First Owner,5.0,20.3,1086.0,68.0,Hyundai,7,1
2018,950000,20000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2017,650000,21000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197.0,81.8,Maruti,9,1
2013,400000,70000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,13,1
2015,400000,70000,Petrol,Individual,Automatic,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,11,2
2006,100000,42500,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,20,1
2012,350000,25000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,14,1
2013,450000,80000,Diesel,Individual,Manual,Second Owner,7.0,13.7,2197.0,138.1,Tata,13,2
2006,350000,90000,Diesel,Individual,Manual,First Owner,8.0,12.7,2609.0,116.6,Mahindra,20,1
2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,22.07,1199.0,73.9,Volkswagen,16,4
2013,450000,146000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523.0,62.1,Mahindra,13,2
2013,157000,47200,Petrol,Individual,Manual,Third Owner,4.0,16.1,796.0,37.0,Maruti,13,3
2018,1500000,60000,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,152.87,Mahindra,8,1
2007,75000,100000,Petrol,Individual,Manual,Second Owner,5.0,15.3,1193.0,65.3,Tata,19,2
2010,280000,100000,Diesel,Individual,Manual,Second Owner,10.0,14.8,2499.0,80.0,Chevrolet,16,2
2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,15.3,2956.0,83.8,Tata,14,4
2010,350000,80000,Petrol,Individual,Manual,Second Owner,5.0,12.5,1794.0,132.0,Toyota,16,2
2016,300000,34000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,10,1
2017,819999,50000,Diesel,Individual,Manual,First Owner,5.0,19.87,1461.0,83.8,Renault,9,1
2010,409999,100000,Diesel,Individual,Manual,Second Owner,5.0,19.61,1405.0,70.0,Tata,16,2
2008,275000,52000,Petrol,Individual,Manual,Second Owner,5.0,13.9,1599.0,103.2,Hyundai,18,2
2013,497000,110000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,13,1
2015,500000,70000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,11,1
2006,170000,120000,Diesel,Individual,Manual,Second Owner,7.0,14.0,2523.0,83.0,Mahindra,20,2
2019,2700000,10000,Diesel,Individual,Automatic,First Owner,7.0,13.8,2999.0,174.57,Isuzu,7,1
2019,975000,30000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,7,1
2018,620000,15000,Petrol,Individual,Manual,First Owner,5.0,20.4,1194.0,94.93,Ford,8,1
2019,1227000,5000,Petrol,Individual,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,7,1
2018,950000,40000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,5.0,13.96,1451.0,141.0,Mg,7,1
2014,545000,110000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,12,1
2011,400000,72000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,15,1
2015,562000,60000,Diesel,Individual,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,11,1
2002,96000,120000,Diesel,Individual,Manual,First Owner,7.0,14.07,2956.0,83.1,Tata,24,1
1999,155000,100000,Diesel,Individual,Manual,Third Owner,5.0,14.8,1998.0,68.0,Mitsubishi,27,3
2009,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,Maruti,17,4
2015,590000,80000,Diesel,Individual,Manual,First Owner,5.0,25.01,1498.0,89.75,Ford,11,1
2016,350000,120000,Diesel,Individual,Manual,Second Owner,5.0,24.4,1120.0,71.0,Hyundai,10,2
2017,484999,30000,Petrol,Individual,Manual,First Owner,5.0,20.89,1197.0,81.8,Maruti,9,1
2015,240000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405.0,70.0,Tata,11,2
2008,500000,219000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,18,2
2017,300000,80000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2016,750000,80000,Diesel,Individual,Manual,First Owner,5.0,28.09,1248.0,88.5,Maruti,10,1
2016,574000,35000,Petrol,Individual,Manual,Second Owner,5.0,20.85,1197.0,83.14,Maruti,10,2
2013,200000,167000,Diesel,Individual,Manual,First Owner,5.0,22.3,1248.0,88.8,Tata,13,1
2016,1100000,94000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,10,1
2012,350000,80000,Petrol,Individual,Manual,First Owner,5.0,17.92,1086.0,62.1,Hyundai,14,1
1998,70000,100000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,28,2
2005,120000,90000,Petrol,Individual,Manual,Second Owner,5.0,13.8,1299.0,70.0,Ford,21,2
2012,700000,246000,Diesel,Individual,Manual,Second Owner,7.0,12.99,2494.0,100.0,Toyota,14,2
2019,500000,10000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,7,1
2016,370000,90000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405.0,69.01,Tata,10,1
2019,600000,5200,Petrol,Individual,Manual,First Owner,5.0,20.3,1199.0,83.81,Tata,7,1
2006,100000,120000,Petrol,Individual,Manual,Second Owner,5.0,17.3,993.0,60.0,Maruti,20,2
2013,409999,90000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,13,2
2016,750000,50000,Petrol,Individual,Automatic,First Owner,5.0,18.0,1497.0,117.3,Honda,10,1
2017,600000,5000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,9,1
2018,550000,10500,Petrol,Individual,Manual,First Owner,6.0,18.15,1198.0,82.0,Mahindra,8,1
2018,950000,26000,Diesel,Individual,Manual,First Owner,5.0,19.6,1461.0,108.45,Renault,8,1
2014,645000,139000,Diesel,Individual,Automatic,First Owner,8.0,11.79,2179.0,120.0,Mahindra,12,1
2014,750000,60000,Diesel,Individual,Manual,Second Owner,7.0,15.1,2179.0,140.0,Mahindra,12,2
2006,650000,40000,Petrol,Individual,Manual,First Owner,5.0,11.7,1796.0,178.0,Mercedes-Benz,20,1
2015,800000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,1499.0,110.4,Ford,11,1
2010,350000,60000,Petrol,Individual,Manual,Second Owner,5.0,14.53,1798.0,138.0,Toyota,16,2
2015,700000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,1499.0,110.4,Ford,11,1
2011,335000,15000,Petrol,Individual,Manual,First Owner,5.0,17.5,1298.0,85.8,Maruti,15,1
2012,270000,110000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,14,1
2001,52000,70000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,25,2
2010,320000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,16,2
2007,120000,120000,Petrol,Individual,Manual,First Owner,5.0,17.8,1086.0,63.0,Hyundai,19,1
2010,730000,55000,Petrol,Individual,Automatic,Second Owner,5.0,12.3,1781.0,163.2,Audi,16,2
2007,125000,120000,Petrol,Individual,Manual,Third Owner,5.0,15.0,1586.0,104.68,Maruti,19,3
2007,150000,35000,Petrol,Individual,Manual,First Owner,5.0,18.2,1061.0,64.0,Maruti,19,1
2018,310000,13000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,8,1
2015,625000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,11,1
2012,267000,40000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,14,1
2016,600000,25000,Petrol,Individual,Manual,First Owner,5.0,17.19,1197.0,81.86,Hyundai,10,1
2011,180000,110000,Petrol,Individual,Manual,Second Owner,7.0,15.37,1196.0,73.0,Maruti,15,2
2019,700000,5000,Petrol,Individual,Manual,First Owner,5.0,23.87,1197.0,88.5,Toyota,7,1
2013,121000,50000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,13,2
2014,350000,80000,Petrol,Individual,Manual,Third Owner,5.0,18.9,1197.0,82.0,Hyundai,12,3
2012,869999,225000,Diesel,Individual,Manual,Second Owner,8.0,12.99,2494.0,100.0,Toyota,14,2
2008,80000,100000,Petrol,Individual,Manual,Third Owner,5.0,17.3,1061.0,64.0,Maruti,18,3
2008,120000,93331,Petrol,Individual,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,18,2
2012,370000,120000,Diesel,Individual,Manual,Second Owner,5.0,13.5,2179.0,115.0,Mahindra,14,2
2015,750000,70000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461.0,108.5,Nissan,11,1
2015,484999,100000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,11,1
2006,120000,90000,Diesel,Individual,Manual,Second Owner,5.0,13.1,1493.0,82.0,Hyundai,20,2
2016,3100000,90000,Diesel,Individual,Automatic,First Owner,7.0,15.04,2755.0,174.5,Toyota,10,1
2002,35000,184000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,24,2
2019,750000,6500,Petrol,Individual,Automatic,First Owner,5.0,21.21,1197.0,81.8,Maruti,7,1
2010,350000,80000,Petrol,Individual,Manual,First Owner,8.0,11.96,1298.0,80.0,Maruti,16,1
2008,400000,100000,Diesel,Individual,Manual,Third Owner,7.0,12.05,2179.0,120.0,Mahindra,18,3
2015,570000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.59,1364.0,67.05,Toyota,11,2
2012,180000,120000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,14,2
1998,68000,110000,Petrol,Individual,Manual,Third Owner,5.0,13.1,1598.0,77.0,Opel,28,3
2006,280000,150000,Diesel,Individual,Manual,Third Owner,5.0,18.7,1896.0,66.0,Skoda,20,3
2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,16.1,1405.0,70.0,Tata,21,4
2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,5.0,15.26,2143.0,203.2,Mercedes-Benz,11,2
2018,700000,63000,Diesel,Individual,Manual,First Owner,7.0,15.3,2956.0,83.83,Tata,8,1
2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,5.0,17.9,2143.0,136.0,Mercedes-Benz,10,2
2015,685000,109000,Diesel,Dealer,Manual,First Owner,5.0,22.7,1498.0,89.84,Ford,11,1
2015,565000,114000,Diesel,Dealer,Manual,First Owner,5.0,25.2,1248.0,73.94,Maruti,11,1
2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,5.0,14.7,1798.0,177.5,Skoda,9,2
2014,395000,160000,Diesel,Dealer,Manual,Third Owner,5.0,24.0,1120.0,70.0,Hyundai,12,3
2013,425000,101000,Diesel,Dealer,Manual,First Owner,5.0,21.9,1396.0,88.76,Hyundai,13,1
2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,5.0,22.27,1498.0,108.6,Volkswagen,7,0
2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,5.0,16.38,1995.0,183.0,Hyundai,10,2
2018,535000,31000,Petrol,Dealer,Automatic,First Owner,5.0,24.04,999.0,67.0,Renault,8,1
2018,500000,31000,Petrol,Dealer,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,8,1
2016,434999,55000,Petrol,Dealer,Manual,First Owner,5.0,20.52,1197.0,81.8,Maruti,10,1
2018,250000,55000,Petrol,Dealer,Automatic,First Owner,4.0,21.9,624.0,37.48,Tata,8,1
2014,700000,117000,Diesel,Dealer,Manual,First Owner,5.0,22.32,1582.0,126.32,Hyundai,12,1
2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,5.0,19.62,1995.0,187.74,Bmw,16,1
2012,900000,108000,Diesel,Dealer,Automatic,First Owner,5.0,17.42,1968.0,175.0,Volkswagen,14,1
2015,425000,75000,Petrol,Dealer,Manual,First Owner,5.0,20.52,1197.0,81.8,Maruti,11,1
2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,5.0,10.0,2148.0,170.0,Mercedes-Benz,15,1
2013,325000,158000,Diesel,Dealer,Manual,First Owner,5.0,24.4,1499.0,98.96,Ford,13,1
2019,1140000,10000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1497.0,108.5,Tata,7,1
2017,980000,53000,Diesel,Individual,Manual,First Owner,7.0,17.6,2179.0,147.94,Tata,9,1
2017,1920000,20000,Diesel,Individual,Manual,Second Owner,5.0,16.3,1956.0,170.0,Jeep,9,2
2020,808000,5000,Petrol,Individual,Manual,First Owner,5.0,18.24,999.0,108.6,Volkswagen,6,1
2014,550000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,85.8,Maruti,12,1
2010,215000,64000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,16,1
2016,512000,10500,Petrol,Individual,Manual,First Owner,5.0,18.16,1196.0,86.8,Ford,10,1
2011,215000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,15,2
2012,500000,60000,Diesel,Individual,Manual,First Owner,5.0,20.5,1598.0,103.5,Skoda,14,1
2015,700000,35000,Diesel,Individual,Manual,First Owner,5.0,21.14,1498.0,103.52,Skoda,11,1
2012,525000,135000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.03,Tata,14,1
2011,550000,70000,Diesel,Individual,Manual,Second Owner,9.0,12.05,2179.0,120.0,Mahindra,15,2
2016,750000,80000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,10,1
2017,395000,25000,Petrol,Individual,Manual,First Owner,5.0,21.63,998.0,67.0,Maruti,9,1
2017,675000,5000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,9,1
2008,140000,80000,Petrol,Individual,Manual,Third Owner,5.0,17.92,1086.0,62.1,Hyundai,18,3
2011,430000,120000,Diesel,Individual,Manual,Second Owner,8.0,12.05,2179.0,120.0,Mahindra,15,2
2011,270000,167000,Petrol,Individual,Manual,First Owner,,,,,Toyota,15,1
2014,300000,10000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,12,1
2013,355000,68000,Diesel,Individual,Manual,First Owner,5.0,22.1,1248.0,76.9,Chevrolet,13,1
2015,180000,35000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,11,2
2007,125000,50000,Petrol,Individual,Manual,First Owner,5.0,15.3,1193.0,65.3,Tata,19,1
2006,150000,80000,Diesel,Individual,Manual,First Owner,,,,,Maruti,20,1
2006,95000,60898,Petrol,Individual,Manual,First Owner,,,,,Hyundai,20,1
2018,810000,29700,Diesel,Individual,Manual,First Owner,5.0,25.1,1248.0,88.5,Maruti,8,1
2018,671000,20000,Petrol,Individual,Automatic,First Owner,5.0,18.6,1368.0,98.63,Hyundai,8,1
2018,295000,20000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,8,1
2017,850000,40000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,9,1
2013,409999,90000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,13,1
2015,600000,90000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373.0,93.7,Maruti,11,1
2015,600000,80000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,11,1
2012,220000,60000,Petrol,Individual,Manual,Third Owner,5.0,18.9,998.0,67.1,Maruti,14,3
2013,550000,56000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,13,1
2014,650000,50000,Diesel,Individual,Manual,First Owner,8.0,14.0,2523.0,75.0,Mahindra,12,1
2014,655000,50000,Diesel,Individual,Manual,Second Owner,9.0,14.0,2523.0,75.0,Mahindra,12,2
2006,130000,74000,Diesel,Individual,Manual,First Owner,7.0,13.7,1948.0,68.0,Tata,20,1
2014,400000,123000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461.0,108.45,Renault,12,1
2007,250000,60000,Petrol,Individual,Manual,Third Owner,,,,,Maruti,19,3
2009,155000,54000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,17,1
2013,250000,50000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193.0,64.1,Tata,13,1
2014,400000,80000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,12,2
2019,500000,10000,Petrol,Individual,Manual,First Owner,5.0,19.02,1198.0,67.05,Datsun,7,1
2018,565000,10000,Petrol,Individual,Automatic,First Owner,5.0,20.3,1086.0,68.0,Hyundai,8,1
2018,900000,40000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2017,650000,120000,Diesel,Individual,Manual,First Owner,7.0,16.5,1493.0,70.0,Mahindra,9,1
2013,600000,45000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,13,1
2018,800000,35000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,8,1
2015,575000,60000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,11,1
2016,550000,40000,Petrol,Individual,Automatic,First Owner,5.0,17.01,1499.0,110.4,Ford,10,1
2011,190000,80000,Petrol,Individual,Manual,Third Owner,5.0,15.5,1586.0,103.3,Maruti,15,3
2017,750000,37000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,9,1
2018,625000,22000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,8,1
2018,799000,60000,Diesel,Individual,Manual,Second Owner,5.0,22.54,1396.0,88.73,Hyundai,8,2
2013,300000,57000,Petrol,Individual,Manual,Second Owner,5.0,20.51,998.0,67.04,Maruti,13,2
2017,850000,27000,Petrol,Individual,Manual,First Owner,5.0,20.73,1373.0,91.1,Maruti,9,1
2012,130000,70000,Petrol,Individual,Manual,First Owner,5.0,18.0,995.0,62.0,Chevrolet,14,1
2011,229999,40000,Petrol,Individual,Manual,Second Owner,5.0,20.92,998.0,67.1,Maruti,15,2
2015,400000,60000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,11,1
2018,900000,35000,Diesel,Individual,Manual,First Owner,6.0,16.55,2498.0,105.0,Mahindra,8,1
2015,800000,70000,Diesel,Individual,Manual,First Owner,7.0,15.4,1997.0,120.0,Mahindra,11,1
2015,250999,43000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,11,2
2011,250000,110000,Petrol,Individual,Manual,Second Owner,5.0,15.0,1368.0,90.0,Tata,15,2
2009,100000,100000,Petrol,Individual,Manual,Second Owner,5.0,15.7,1172.0,67.0,Fiat,17,2
2016,450000,64000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,10,1
2017,575000,96000,Diesel,Individual,Manual,First Owner,5.0,19.87,1461.0,83.8,Renault,9,1
2013,400000,96000,Diesel,Individual,Manual,First Owner,5.0,20.46,1461.0,83.8,Renault,13,1
2019,480000,7600,Petrol,Individual,Manual,First Owner,5.0,21.63,998.0,67.0,Maruti,7,1
2019,490000,7000,Petrol,Individual,Manual,First Owner,5.0,21.63,998.0,67.0,Maruti,7,1
2007,150000,120000,Diesel,Individual,Manual,Second Owner,5.0,17.0,1405.0,70.0,Tata,19,2
2017,600000,50000,Diesel,Individual,Manual,First Owner,5.0,22.95,1248.0,74.0,Tata,9,1
2015,500000,50000,Diesel,Individual,Manual,Second Owner,5.0,24.4,1120.0,71.0,Hyundai,11,2
2015,425000,80000,Diesel,Individual,Manual,First Owner,5.0,23.0,1248.0,88.7,Tata,11,1
2003,108000,200000,Diesel,Individual,Manual,Second Owner,5.0,13.1,1493.0,82.0,Hyundai,23,2
2015,1030000,190000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2015,360000,34000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,11,1
2012,290000,80000,Petrol,Individual,Manual,Second Owner,5.0,16.47,1198.0,73.9,Volkswagen,14,2
2003,70000,20000,Diesel,Individual,Manual,First Owner,5.0,15.9,1527.0,57.0,Maruti,23,1
2012,320000,70000,Diesel,Individual,Manual,Second Owner,7.0,15.3,2956.0,83.8,Tata,14,2
2014,755000,29340,Diesel,Individual,Manual,First Owner,5.0,22.32,1582.0,126.32,Hyundai,12,1
2011,215000,120000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.0,Ford,15,1
2011,735000,200000,Diesel,Individual,Manual,Second Owner,7.0,12.8,2494.0,102.0,Toyota,15,2
2007,190000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,19,2
2014,1365000,80800,Diesel,Individual,Manual,Second Owner,8.0,12.99,2494.0,100.6,Toyota,12,2
2018,675000,24265,Petrol,Dealer,Manual,First Owner,5.0,18.7,1199.0,88.7,Honda,8,1
2014,438999,81000,Diesel,Dealer,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,12,1
2015,550000,240000,Diesel,Individual,Manual,First Owner,7.0,19.98,1461.0,108.5,Renault,11,1
